"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"M. Pokora","Jacqueline","F","26","Lynch","198.29506","paid","Atlanta-Sandy Springs-Roswell, GA","556","Danse Pour Moi","29"
"Kanye West","Jacqueline","F","27","Lynch","237.47873","paid","Atlanta-Sandy Springs-Roswell, GA","556","Flashing Lights","29"
"Five Iron Frenzy","Sara","F","19","Johnson","236.09424","paid","Winston-Salem, NC","411","Canada","95"
"Pearl Jam","Jacqueline","F","28","Lynch","67.44771","paid","Atlanta-Sandy Springs-Roswell, GA","556","Encore Break","29"
"Les MisÃÂ©rables - 10th Anniversary Concert","Sara","F","20","Johnson","128.05179","paid","Winston-Salem, NC","411","Lovely Ladies","95"
"Wayne Newton","Jacqueline","F","30","Lynch","154.74893","paid","Atlanta-Sandy Springs-Roswell, GA","556","Danke Schoen","29"
"Rage Against The Machine","Sara","F","22","Johnson","319.50322","paid","Winston-Salem, NC","411","Bulls On Parade","95"
"Yeasayer","Jacqueline","F","31","Lynch","299.38893","paid","Atlanta-Sandy Springs-Roswell, GA","556","Love Me Girl","29"
"Alceu ValenÃÂ§a","Sara","F","23","Johnson","162.58567","paid","Winston-Salem, NC","411","Recado Falado (MetrÃÂ´ Da Saudade)","95"
"Plain White T's","Jacqueline","F","32","Lynch","232.202","paid","Atlanta-Sandy Springs-Roswell, GA","556","Hey There Delilah","29"
"Maxwell","Sara","F","24","Johnson","255.242","paid","Winston-Salem, NC","411","Pretty Wings","95"
"Death Cab for Cutie","Jacqueline","F","33","Lynch","136.12363","paid","Atlanta-Sandy Springs-Roswell, GA","556","The Sound of Settling (Album Version)","29"
"Smile Empty Soul","Sara","F","25","Johnson","218.61832","paid","Winston-Salem, NC","411","Bottom of a Bottle (Explicit Album Version)","95"
"Usher","Jacqueline","F","34","Lynch","252.96934","paid","Atlanta-Sandy Springs-Roswell, GA","556","You'll Be In My Heart","29"
"Corona","Sara","F","26","Johnson","264.202","paid","Winston-Salem, NC","411","The Rhythm Of The Night","95"
"Daisuke Miyatani","Jacqueline","F","35","Lynch","231.23546","paid","Atlanta-Sandy Springs-Roswell, GA","556","Summer Child","29"
"Eddie Vedder","Sara","F","27","Johnson","199.23546","paid","Winston-Salem, NC","411","End Of The Road","95"
"FM Static","Jacqueline","F","36","Lynch","182.41261","paid","Atlanta-Sandy Springs-Roswell, GA","556","Boy Meets Girl (And Vice Versa)","29"
"Young Money featuring Lloyd","Kaleb","M","0","Cook","196.33587","free","Yuba City, CA","364","BedRock (Radio Edit) (feat.Lloyd)","54"
"Jukebox The Ghost","Sara","F","28","Johnson","254.30159","paid","Winston-Salem, NC","411","Good Day","95"
"Johnny Bristol","Kaleb","M","1","Cook","198.1122","free","Yuba City, CA","364","Hang On In There Baby","54"
"Tegan And Sara","Sara","F","29","Johnson","141.50485","paid","Winston-Salem, NC","411","Call It Off (Album Version)","95"
"Dead Poetic","Sara","F","30","Johnson","246.38649","paid","Winston-Salem, NC","411","Dimmer Light","95"
"Howard Jones","Sara","F","31","Johnson","274.31138","paid","Winston-Salem, NC","411","Dig This Well Deep","95"
"Mohsen Namjoo","Sara","F","32","Johnson","395.15383","paid","Winston-Salem, NC","411","Toranj","95"
"the bird and the bee","Sara","F","33","Johnson","246.59546","paid","Winston-Salem, NC","411","Love Letter To Japan","95"
"Esa Pakarinen","Sara","F","34","Johnson","141.66159","paid","Winston-Salem, NC","411","Hullu mies hullu","95"
"Linkin Park","Sara","F","35","Johnson","268.61669","paid","Winston-Salem, NC","411","New Divide (Album Version)","95"
"Lil Wayne / Bobby Valentino / Kidd Kidd","Jayden","F","1","Duffy","286.95465","free","Seattle-Tacoma-Bellevue, WA","509","Mrs. Officer","76"
"The Buggles","Sara","F","36","Johnson","198.08608","paid","Winston-Salem, NC","411","Video Killed The Radio Star","95"
"Roberto Torres","Jayden","F","2","Duffy","237.84444","free","Seattle-Tacoma-Bellevue, WA","509","La Muy_ Muy","76"
"Frumpies","Sara","F","37","Johnson","134.47791","paid","Winston-Salem, NC","411","Fuck Kitty","95"
"Francisca Valenzuela","Sara","F","39","Johnson","212.84526","paid","Winston-Salem, NC","411","Afortunada","95"
"The Killers","Jayden","F","3","Duffy","218.85342","free","Seattle-Tacoma-Bellevue, WA","509","This Is Your Life","76"
"Lil Wayne / Eminem","Sara","F","40","Johnson","229.58975","paid","Winston-Salem, NC","411","Drop The World","95"
"The All-American Rejects","Jayden","F","4","Duffy","238.86322","free","Seattle-Tacoma-Bellevue, WA","509","Move Along","76"
"City And Colour","Sara","F","41","Johnson","228.54485","paid","Winston-Salem, NC","411","Confessions","95"
"Of Montreal","Martin","M","0","Johnson","271.38567","free","Minneapolis-St. Paul-Bloomington, MN-WI","415","Faberge Falls For Shuggie","55"
"Ilan Eshkeri / London Metropolitan Orchestra / Andy Brown","Sara","F","42","Johnson","201.61261","paid","Winston-Salem, NC","411","The Star Shines","95"
"Sniff 'n' The Tears","Sara","F","43","Johnson","220.89098","paid","Winston-Salem, NC","411","Driver's Seat","95"
"OneRepublic","Martin","M","1","Johnson","230.63465","free","Minneapolis-St. Paul-Bloomington, MN-WI","415","Say (All I Need)","55"
"Jack Johnson","Sara","F","44","Johnson","212.68853","paid","Winston-Salem, NC","411","Breakdown","95"
"Collie Buddz","Martin","M","2","Johnson","224.91383","free","Minneapolis-St. Paul-Bloomington, MN-WI","415","..Come Around","55"
"The All-American Rejects","Sara","F","45","Johnson","194.55955","paid","Winston-Salem, NC","411","Dirty Little Secret","95"
"Salvador","Martin","M","3","Johnson","250.67057","free","Minneapolis-St. Paul-Bloomington, MN-WI","415","Find The Reason (Album Version)","55"
"The Dresden Dolls","Sara","F","46","Johnson","286.40608","paid","Winston-Salem, NC","411","Coin-Operated Boy","95"
"The Verve","Martin","M","5","Johnson","360.25424","free","Minneapolis-St. Paul-Bloomington, MN-WI","415","Bitter Sweet Symphony","55"
"The fFormula","Sara","F","47","Johnson","239.96036","paid","Winston-Salem, NC","411","Cold Blooded (Acid Cleanse)","95"
"Brad Paisley","Sara","F","48","Johnson","256.10404","paid","Winston-Salem, NC","411","Then","95"
"Sick Of It All","Sara","F","49","Johnson","52.32281","paid","Winston-Salem, NC","411","Clobberin' Time","95"
"The Killers","Sara","F","50","Johnson","206.10567","paid","Winston-Salem, NC","411","Why Don't You Find Out For Yourself","95"
"Edward Sharpe & The Magnetic Zeros","Sara","F","52","Johnson","306.31138","paid","Winston-Salem, NC","411","Home","95"
"Leona Lewis","Sara","F","53","Johnson","203.88526","paid","Winston-Salem, NC","411","Forgive Me","95"
"Cream","Sara","F","55","Johnson","166.71302","paid","Winston-Salem, NC","411","Tales Of Brave Ulysses","95"
"BeyoncÃÂ©","Sara","F","56","Johnson","261.74649","paid","Winston-Salem, NC","411","Halo","95"
"Matthew Jay","Sara","F","57","Johnson","220.62975","paid","Winston-Salem, NC","411","Become Yourself","95"
"Reel Big Fish","Sara","F","58","Johnson","64.67873","paid","Winston-Salem, NC","411","Another F.U. Song (Album)","95"
"Talib Kweli","Sara","F","59","Johnson","187.74159","paid","Winston-Salem, NC","411","Eat To Live (Amended Version)","95"
"PJ Harvey","Sara","F","60","Johnson","64.88771","paid","Winston-Salem, NC","411","No Child Of Mine","95"
"Wet Wet Wet","Sara","F","61","Johnson","219.81995","paid","Winston-Salem, NC","411","Goodnight Girl","95"
"Lifehouse","Sara","F","62","Johnson","236.25098","paid","Winston-Salem, NC","411","All In","95"
"Bram Vermeulen","Sara","F","63","Johnson","251.42812","paid","Winston-Salem, NC","411","Mamma","95"
"BjÃÂ¶rk","Sara","F","64","Johnson","348.57751","paid","Winston-Salem, NC","411","Undo","95"
"Cat Stevens","Sara","F","65","Johnson","231.60118","paid","Winston-Salem, NC","411","Where Do The Children Play?","95"
"El Coyote Y Su Banda Tierra Santa","Sara","F","66","Johnson","190.51057","paid","Winston-Salem, NC","411","Me Voy A Ir","95"
"22-20s","Sara","F","67","Johnson","237.16526","paid","Winston-Salem, NC","411","Such A Fool","95"
"Telepopmusik","Sara","F","68","Johnson","332.95628","paid","Winston-Salem, NC","411","Love Can Damage Your Health","95"
"Arthur & Yu","Sara","F","69","Johnson","162.61179","paid","Winston-Salem, NC","411","The Ghost Of Old Bull Lee","95"
"Five Iron Frenzy","Sara","F","70","Johnson","236.09424","paid","Winston-Salem, NC","411","Canada","95"
"The Notorious B.I.G.","Sara","F","71","Johnson","204.66893","paid","Winston-Salem, NC","411","Ten Commandments (Amended Version)","95"
